score_delta,n_min,tau,attribute,conditioning,model_1,model_2,model_3,edge_1,edge_2,edge_3,margin_1,margin_2,margin_3,support_1,support_2,support_3,weighted_cycle_intensity,min_abs_margin
0.0,10,0.05,choice_values,high_q75,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,claude-2,gpt-4,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5 > claude-2,claude-2 > gpt-4,gpt-4 > OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,0.058823529411764705,0.3684210526315789,0.3333333333333333,17.0,19.0,18.0,0.007223942208462331,0.058823529411764705
0.0,10,0.05,choice_values,high_q75,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,gpt-4-1106-preview,timdettmers/guanaco-33b-merged,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5 > gpt-4-1106-preview,gpt-4-1106-preview > timdettmers/guanaco-33b-merged,timdettmers/guanaco-33b-merged > OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,0.14285714285714285,0.1111111111111111,0.42857142857142855,14.0,27.0,14.0,0.006802721088435373,0.1111111111111111
0.0,10,0.05,choice_values,high_q75,command-light,command-nightly,meta-llama/Llama-2-70b-chat-hf,command-light > command-nightly,command-nightly > meta-llama/Llama-2-70b-chat-hf,meta-llama/Llama-2-70b-chat-hf > command-light,0.3333333333333333,0.09090909090909091,0.21875,33.0,22.0,32.0,0.006628787878787879,0.09090909090909091
0.0,10,0.05,choice_values,high_q75,gpt-3.5-turbo,gpt-4-1106-preview,mistralai/Mistral-7B-Instruct-v0.1,gpt-3.5-turbo > gpt-4-1106-preview,gpt-4-1106-preview > mistralai/Mistral-7B-Instruct-v0.1,mistralai/Mistral-7B-Instruct-v0.1 > gpt-3.5-turbo,0.14285714285714285,0.5,0.09090909090909091,28.0,26.0,22.0,0.006493506493506493,0.09090909090909091
0.0,10,0.05,choice_values,high_q75,gpt-4,tiiuae/falcon-7b-instruct,gpt-3.5-turbo,gpt-4 > gpt-3.5-turbo,tiiuae/falcon-7b-instruct > gpt-4,gpt-3.5-turbo > tiiuae/falcon-7b-instruct,0.18518518518518517,0.07142857142857142,0.4166666666666667,27.0,14.0,24.0,0.005511463844797178,0.07142857142857142
0.0,10,0.05,choice_values,high_q75,gpt-4,models/chat-bison-001,timdettmers/guanaco-33b-merged,gpt-4 > models/chat-bison-001,models/chat-bison-001 > timdettmers/guanaco-33b-merged,timdettmers/guanaco-33b-merged > gpt-4,0.22580645161290322,0.13333333333333333,0.16666666666666666,31.0,30.0,24.0,0.005017921146953404,0.13333333333333333
0.0,10,0.05,choice_values,high_q75,gpt-4,gpt-4-1106-preview,gpt-3.5-turbo,gpt-4 > gpt-3.5-turbo,gpt-4-1106-preview > gpt-4,gpt-3.5-turbo > gpt-4-1106-preview,0.18518518518518517,0.17647058823529413,0.14285714285714285,27.0,17.0,28.0,0.004668534080298786,0.14285714285714285
0.0,10,0.05,choice_values,high_q75,meta-llama/Llama-2-13b-chat-hf,models/chat-bison-001,gpt-4,meta-llama/Llama-2-13b-chat-hf > gpt-4,models/chat-bison-001 > meta-llama/Llama-2-13b-chat-hf,gpt-4 > models/chat-bison-001,0.16666666666666666,0.12,0.22580645161290322,12.0,25.0,31.0,0.004516129032258064,0.12
0.0,10,0.05,choice_values,high_q75,mistralai/Mistral-7B-Instruct-v0.1,models/chat-bison-001,gpt-4,mistralai/Mistral-7B-Instruct-v0.1 > gpt-4,models/chat-bison-001 > mistralai/Mistral-7B-Instruct-v0.1,gpt-4 > models/chat-bison-001,0.05263157894736842,0.375,0.22580645161290322,19.0,32.0,31.0,0.004456706281833616,0.05263157894736842
0.0,10,0.05,choice_values,high_q75,gpt-4,meta-llama/Llama-2-70b-chat-hf,command-nightly,gpt-4 > command-nightly,meta-llama/Llama-2-70b-chat-hf > gpt-4,command-nightly > meta-llama/Llama-2-70b-chat-hf,0.3333333333333333,0.14285714285714285,0.09090909090909091,21.0,28.0,22.0,0.004329004329004329,0.09090909090909091
0.0,10,0.05,choice_values,high_q75,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,gpt-4-1106-preview,mistralai/Mistral-7B-Instruct-v0.1,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5 > gpt-4-1106-preview,gpt-4-1106-preview > mistralai/Mistral-7B-Instruct-v0.1,mistralai/Mistral-7B-Instruct-v0.1 > OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,0.14285714285714285,0.5,0.058823529411764705,14.0,26.0,17.0,0.004201680672268907,0.058823529411764705
0.0,10,0.05,choice_values,high_q75,gpt-3.5-turbo,gpt-4-1106-preview,timdettmers/guanaco-33b-merged,gpt-3.5-turbo > gpt-4-1106-preview,gpt-4-1106-preview > timdettmers/guanaco-33b-merged,timdettmers/guanaco-33b-merged > gpt-3.5-turbo,0.14285714285714285,0.1111111111111111,0.2631578947368421,28.0,27.0,19.0,0.004177109440267335,0.1111111111111111
0.0,10,0.05,choice_values,high_q75,command-nightly,meta-llama/Llama-2-13b-chat-hf,meta-llama/Llama-2-7b-chat-hf,command-nightly > meta-llama/Llama-2-13b-chat-hf,meta-llama/Llama-2-13b-chat-hf > meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-2-7b-chat-hf > command-nightly,0.23076923076923078,0.29411764705882354,0.05555555555555555,13.0,17.0,36.0,0.0037707390648567124,0.05555555555555555
0.0,10,0.05,choice_values,high_q75,claude-2.1,gpt-3.5-turbo,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,claude-2.1 > OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,gpt-3.5-turbo > claude-2.1,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5 > gpt-3.5-turbo,0.5,0.1111111111111111,0.06666666666666667,12.0,18.0,15.0,0.0037037037037037034,0.06666666666666667
0.0,10,0.05,choice_values,high_q75,command-nightly,meta-llama/Llama-2-70b-chat-hf,models/chat-bison-001,command-nightly > meta-llama/Llama-2-70b-chat-hf,meta-llama/Llama-2-70b-chat-hf > models/chat-bison-001,models/chat-bison-001 > command-nightly,0.09090909090909091,0.5,0.06666666666666667,22.0,22.0,30.0,0.0030303030303030303,0.06666666666666667
0.0,10,0.05,choice_values,high_q75,gpt-4,tiiuae/falcon-7b-instruct,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,gpt-4 > OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,tiiuae/falcon-7b-instruct > gpt-4,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5 > tiiuae/falcon-7b-instruct,0.3333333333333333,0.07142857142857142,0.125,18.0,14.0,16.0,0.002976190476190476,0.07142857142857142
0.0,10,0.05,choice_values,high_q75,command-nightly,models/chat-bison-001,claude-instant-1,command-nightly > claude-instant-1,models/chat-bison-001 > command-nightly,claude-instant-1 > models/chat-bison-001,0.14285714285714285,0.06666666666666667,0.3103448275862069,28.0,30.0,29.0,0.0029556650246305416,0.06666666666666667
0.0,10,0.05,choice_values,high_q75,command-nightly,gpt-4-1106-preview,timdettmers/guanaco-33b-merged,command-nightly > gpt-4-1106-preview,gpt-4-1106-preview > timdettmers/guanaco-33b-merged,timdettmers/guanaco-33b-merged > command-nightly,0.3333333333333333,0.1111111111111111,0.06896551724137931,24.0,27.0,29.0,0.0025542784163473816,0.06896551724137931
0.0,10,0.05,choice_values,high_q75,command-nightly,timdettmers/guanaco-33b-merged,claude-instant-1,command-nightly > claude-instant-1,timdettmers/guanaco-33b-merged > command-nightly,claude-instant-1 > timdettmers/guanaco-33b-merged,0.14285714285714285,0.06896551724137931,0.21739130434782608,28.0,29.0,23.0,0.0021417862497322766,0.06896551724137931
0.0,10,0.05,choice_values,high_q75,command-nightly,meta-llama/Llama-2-13b-chat-hf,timdettmers/guanaco-33b-merged,command-nightly > meta-llama/Llama-2-13b-chat-hf,meta-llama/Llama-2-13b-chat-hf > timdettmers/guanaco-33b-merged,timdettmers/guanaco-33b-merged > command-nightly,0.23076923076923078,0.125,0.06896551724137931,13.0,16.0,29.0,0.001989389920424403,0.06896551724137931
0.0,10,0.05,choice_values,high_q75,gpt-4,mistralai/Mistral-7B-Instruct-v0.1,claude-2.1,gpt-4 > claude-2.1,mistralai/Mistral-7B-Instruct-v0.1 > gpt-4,claude-2.1 > mistralai/Mistral-7B-Instruct-v0.1,0.3,0.05263157894736842,0.1,20.0,19.0,20.0,0.0015789473684210524,0.05263157894736842
0.0,10,0.05,choice_values,high_q75,command-nightly,meta-llama/Llama-2-70b-chat-hf,meta-llama/Llama-2-7b-chat-hf,command-nightly > meta-llama/Llama-2-70b-chat-hf,meta-llama/Llama-2-70b-chat-hf > meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-2-7b-chat-hf > command-nightly,0.09090909090909091,0.23809523809523808,0.05555555555555555,22.0,21.0,36.0,0.0012025012025012024,0.05555555555555555
0.0,10,0.05,choice_values,high_q75,gpt-3.5-turbo,mistralai/Mistral-7B-Instruct-v0.1,claude-2.1,gpt-3.5-turbo > claude-2.1,mistralai/Mistral-7B-Instruct-v0.1 > gpt-3.5-turbo,claude-2.1 > mistralai/Mistral-7B-Instruct-v0.1,0.1111111111111111,0.09090909090909091,0.1,18.0,22.0,20.0,0.00101010101010101,0.09090909090909091
0.0,10,0.05,choice_values,high_q75,command-nightly,meta-llama/Llama-2-70b-chat-hf,timdettmers/guanaco-33b-merged,command-nightly > meta-llama/Llama-2-70b-chat-hf,meta-llama/Llama-2-70b-chat-hf > timdettmers/guanaco-33b-merged,timdettmers/guanaco-33b-merged > command-nightly,0.09090909090909091,0.1,0.06896551724137931,22.0,20.0,29.0,0.0006269592476489029,0.06896551724137931
0.0,10,0.05,choice_values,high_q75,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,claude-2,mistralai/Mistral-7B-Instruct-v0.1,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5 > claude-2,claude-2 > mistralai/Mistral-7B-Instruct-v0.1,mistralai/Mistral-7B-Instruct-v0.1 > OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,0.058823529411764705,0.08333333333333333,0.058823529411764705,17.0,24.0,17.0,0.0002883506343713956,0.058823529411764705
0.0,10,0.1,choice_values,high_q75,meta-llama/Llama-2-13b-chat-hf,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.1,meta-llama/Llama-2-13b-chat-hf > meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-2-7b-chat-hf > mistralai/Mistral-7B-Instruct-v0.1,mistralai/Mistral-7B-Instruct-v0.1 > meta-llama/Llama-2-13b-chat-hf,0.29411764705882354,0.5172413793103449,0.23076923076923078,17.0,29.0,13.0,0.035106880948665944,0.23076923076923078
0.0,10,0.1,choice_values,high_q75,command-nightly,gpt-4,claude-2,command-nightly > claude-2,gpt-4 > command-nightly,claude-2 > gpt-4,0.2413793103448276,0.3333333333333333,0.3684210526315789,29.0,21.0,19.0,0.02964307320024198,0.2413793103448276
0.0,10,0.1,choice_values,high_q75,claude-2,meta-llama/Llama-2-70b-chat-hf,models/chat-bison-001,claude-2 > meta-llama/Llama-2-70b-chat-hf,meta-llama/Llama-2-70b-chat-hf > models/chat-bison-001,models/chat-bison-001 > claude-2,0.3333333333333333,0.5,0.15625,15.0,22.0,32.0,0.026041666666666664,0.15625
0.0,10,0.1,choice_values,high_q75,command-light,gpt-4,models/chat-bison-001,command-light > gpt-4,gpt-4 > models/chat-bison-001,models/chat-bison-001 > command-light,0.5,0.22580645161290322,0.19230769230769232,24.0,31.0,26.0,0.021712158808933003,0.19230769230769232
0.0,10,0.1,choice_values,high_q75,claude-2,meta-llama/Llama-2-70b-chat-hf,meta-llama/Llama-2-7b-chat-hf,claude-2 > meta-llama/Llama-2-70b-chat-hf,meta-llama/Llama-2-70b-chat-hf > meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-2-7b-chat-hf > claude-2,0.3333333333333333,0.23809523809523808,0.25925925925925924,15.0,21.0,27.0,0.020576131687242795,0.23809523809523808
0.0,10,0.1,choice_values,high_q75,gpt-4,gpt-4-1106-preview,command-nightly,gpt-4 > command-nightly,gpt-4-1106-preview > gpt-4,command-nightly > gpt-4-1106-preview,0.3333333333333333,0.17647058823529413,0.3333333333333333,21.0,17.0,24.0,0.0196078431372549,0.17647058823529413
0.0,10,0.1,choice_values,high_q75,gpt-4-1106-preview,models/chat-bison-001,gpt-4,gpt-4-1106-preview > gpt-4,models/chat-bison-001 > gpt-4-1106-preview,gpt-4 > models/chat-bison-001,0.17647058823529413,0.36363636363636365,0.22580645161290322,17.0,33.0,31.0,0.014490253579437642,0.17647058823529413
0.0,10,0.1,choice_values,high_q75,claude-2,gpt-4,models/chat-bison-001,claude-2 > gpt-4,gpt-4 > models/chat-bison-001,models/chat-bison-001 > claude-2,0.3684210526315789,0.22580645161290322,0.15625,19.0,31.0,32.0,0.012998726655348047,0.15625
0.0,10,0.1,choice_values,high_q75,gpt-4,meta-llama/Llama-2-13b-chat-hf,command-nightly,gpt-4 > command-nightly,meta-llama/Llama-2-13b-chat-hf > gpt-4,command-nightly > meta-llama/Llama-2-13b-chat-hf,0.3333333333333333,0.16666666666666666,0.23076923076923078,21.0,12.0,13.0,0.01282051282051282,0.16666666666666666
0.0,10,0.1,choice_values,high_q75,command-nightly,gpt-4,claude-instant-1,command-nightly > claude-instant-1,gpt-4 > command-nightly,claude-instant-1 > gpt-4,0.14285714285714285,0.3333333333333333,0.25925925925925924,28.0,21.0,27.0,0.012345679012345678,0.14285714285714285
0.0,10,0.1,choice_values,high_q75,claude-2.1,gpt-4-1106-preview,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,claude-2.1 > OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,gpt-4-1106-preview > claude-2.1,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5 > gpt-4-1106-preview,0.5,0.15151515151515152,0.14285714285714285,12.0,33.0,14.0,0.010822510822510822,0.14285714285714285
0.0,10,0.1,choice_values,high_q75,command-light,meta-llama/Llama-2-70b-chat-hf,claude-2,command-light > claude-2,meta-llama/Llama-2-70b-chat-hf > command-light,claude-2 > meta-llama/Llama-2-70b-chat-hf,0.125,0.21875,0.3333333333333333,24.0,32.0,15.0,0.009114583333333332,0.125
0.0,10,0.1,choice_values,high_q75,gpt-4,gpt-4-1106-preview,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,gpt-4 > OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,gpt-4-1106-preview > gpt-4,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5 > gpt-4-1106-preview,0.3333333333333333,0.17647058823529413,0.14285714285714285,18.0,17.0,14.0,0.008403361344537815,0.14285714285714285
0.0,10,0.1,choice_values,high_q75,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,gpt-4-1106-preview,timdettmers/guanaco-33b-merged,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5 > gpt-4-1106-preview,gpt-4-1106-preview > timdettmers/guanaco-33b-merged,timdettmers/guanaco-33b-merged > OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,0.14285714285714285,0.1111111111111111,0.42857142857142855,14.0,27.0,14.0,0.006802721088435373,0.1111111111111111
0.0,10,0.1,choice_values,high_q75,gpt-4,models/chat-bison-001,timdettmers/guanaco-33b-merged,gpt-4 > models/chat-bison-001,models/chat-bison-001 > timdettmers/guanaco-33b-merged,timdettmers/guanaco-33b-merged > gpt-4,0.22580645161290322,0.13333333333333333,0.16666666666666666,31.0,30.0,24.0,0.005017921146953404,0.13333333333333333
0.0,10,0.1,choice_values,high_q75,gpt-4,gpt-4-1106-preview,gpt-3.5-turbo,gpt-4 > gpt-3.5-turbo,gpt-4-1106-preview > gpt-4,gpt-3.5-turbo > gpt-4-1106-preview,0.18518518518518517,0.17647058823529413,0.14285714285714285,27.0,17.0,28.0,0.004668534080298786,0.14285714285714285
0.0,10,0.1,choice_values,high_q75,meta-llama/Llama-2-13b-chat-hf,models/chat-bison-001,gpt-4,meta-llama/Llama-2-13b-chat-hf > gpt-4,models/chat-bison-001 > meta-llama/Llama-2-13b-chat-hf,gpt-4 > models/chat-bison-001,0.16666666666666666,0.12,0.22580645161290322,12.0,25.0,31.0,0.004516129032258064,0.12
0.0,10,0.1,choice_values,high_q75,gpt-3.5-turbo,gpt-4-1106-preview,timdettmers/guanaco-33b-merged,gpt-3.5-turbo > gpt-4-1106-preview,gpt-4-1106-preview > timdettmers/guanaco-33b-merged,timdettmers/guanaco-33b-merged > gpt-3.5-turbo,0.14285714285714285,0.1111111111111111,0.2631578947368421,28.0,27.0,19.0,0.004177109440267335,0.1111111111111111
0.0,25,0.0,choice_values,high_q75,command-nightly,models/chat-bison-001,claude-instant-1,command-nightly > claude-instant-1,models/chat-bison-001 > command-nightly,claude-instant-1 > models/chat-bison-001,0.14285714285714285,0.06666666666666667,0.3103448275862069,28.0,30.0,29.0,0.0029556650246305416,0.06666666666666667
0.0,25,0.0,choice_values,high_q75,HuggingFaceH4/zephyr-7b-beta,command-light,command-nightly,HuggingFaceH4/zephyr-7b-beta > command-light,command-light > command-nightly,command-nightly > HuggingFaceH4/zephyr-7b-beta,0.21052631578947367,0.3333333333333333,0.03225806451612903,38.0,33.0,31.0,0.002263723825693265,0.03225806451612903
0.0,25,0.0,choice_values,high_q75,meta-llama/Llama-2-7b-chat-hf,models/chat-bison-001,gpt-4,meta-llama/Llama-2-7b-chat-hf > gpt-4,models/chat-bison-001 > meta-llama/Llama-2-7b-chat-hf,gpt-4 > models/chat-bison-001,0.16666666666666666,0.027777777777777776,0.22580645161290322,36.0,36.0,31.0,0.001045400238948626,0.027777777777777776
0.0,25,0.0,choice_values,high_q75,command-nightly,timdettmers/guanaco-33b-merged,HuggingFaceH4/zephyr-7b-beta,command-nightly > HuggingFaceH4/zephyr-7b-beta,timdettmers/guanaco-33b-merged > command-nightly,HuggingFaceH4/zephyr-7b-beta > timdettmers/guanaco-33b-merged,0.03225806451612903,0.06896551724137931,0.42105263157894735,31.0,29.0,38.0,0.0009367133071834201,0.03225806451612903
0.0,25,0.0,choice_values,high_q75,command-nightly,meta-llama/Llama-2-7b-chat-hf,HuggingFaceH4/zephyr-7b-beta,command-nightly > HuggingFaceH4/zephyr-7b-beta,meta-llama/Llama-2-7b-chat-hf > command-nightly,HuggingFaceH4/zephyr-7b-beta > meta-llama/Llama-2-7b-chat-hf,0.03225806451612903,0.05555555555555555,0.2857142857142857,31.0,36.0,28.0,0.0005120327700972861,0.03225806451612903
0.0,25,0.0,choice_values,high_q75,command-nightly,models/chat-bison-001,HuggingFaceH4/zephyr-7b-beta,command-nightly > HuggingFaceH4/zephyr-7b-beta,models/chat-bison-001 > command-nightly,HuggingFaceH4/zephyr-7b-beta > models/chat-bison-001,0.03225806451612903,0.06666666666666667,0.21951219512195122,31.0,30.0,41.0,0.00047206923682140047,0.03225806451612903
0.0,25,0.05,choice_values,high_q75,command-nightly,models/chat-bison-001,claude-instant-1,command-nightly > claude-instant-1,models/chat-bison-001 > command-nightly,claude-instant-1 > models/chat-bison-001,0.14285714285714285,0.06666666666666667,0.3103448275862069,28.0,30.0,29.0,0.0029556650246305416,0.06666666666666667
2.0,10,0.0,choice_values,high_q75,meta-llama/Llama-2-13b-chat-hf,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.1,meta-llama/Llama-2-13b-chat-hf > meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-2-7b-chat-hf > mistralai/Mistral-7B-Instruct-v0.1,mistralai/Mistral-7B-Instruct-v0.1 > meta-llama/Llama-2-13b-chat-hf,0.25,0.48148148148148145,0.3333333333333333,16.0,27.0,12.0,0.040123456790123455,0.25
2.0,10,0.0,choice_values,high_q75,claude-2,meta-llama/Llama-2-70b-chat-hf,models/chat-bison-001,claude-2 > meta-llama/Llama-2-70b-chat-hf,meta-llama/Llama-2-70b-chat-hf > models/chat-bison-001,models/chat-bison-001 > claude-2,0.3333333333333333,0.5,0.1935483870967742,15.0,22.0,31.0,0.03225806451612903,0.1935483870967742
2.0,10,0.0,choice_values,high_q75,command-nightly,gpt-4,claude-2,command-nightly > claude-2,gpt-4 > command-nightly,claude-2 > gpt-4,0.21428571428571427,0.4,0.3684210526315789,28.0,20.0,19.0,0.031578947368421054,0.21428571428571427
2.0,10,0.0,choice_values,high_q75,command-light,gpt-4,models/chat-bison-001,command-light > gpt-4,gpt-4 > models/chat-bison-001,models/chat-bison-001 > command-light,0.5652173913043478,0.2413793103448276,0.16,23.0,29.0,25.0,0.02182908545727136,0.16
2.0,10,0.0,choice_values,high_q75,gpt-4,gpt-4-1106-preview,command-nightly,gpt-4 > command-nightly,gpt-4-1106-preview > gpt-4,command-nightly > gpt-4-1106-preview,0.4,0.17647058823529413,0.2727272727272727,20.0,17.0,22.0,0.019251336898395723,0.17647058823529413
2.0,10,0.0,choice_values,high_q75,claude-2.1,gpt-4-1106-preview,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,claude-2.1 > OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,gpt-4-1106-preview > claude-2.1,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5 > gpt-4-1106-preview,0.5,0.26666666666666666,0.14285714285714285,12.0,30.0,14.0,0.019047619047619046,0.14285714285714285
2.0,10,0.0,choice_values,high_q75,claude-2,gpt-4,models/chat-bison-001,claude-2 > gpt-4,gpt-4 > models/chat-bison-001,models/chat-bison-001 > claude-2,0.3684210526315789,0.2413793103448276,0.1935483870967742,19.0,29.0,31.0,0.017212107019495344,0.1935483870967742
2.0,10,0.0,choice_values,high_q75,gpt-4,meta-llama/Llama-2-13b-chat-hf,command-nightly,gpt-4 > command-nightly,meta-llama/Llama-2-13b-chat-hf > gpt-4,command-nightly > meta-llama/Llama-2-13b-chat-hf,0.4,0.16666666666666666,0.23076923076923078,20.0,12.0,13.0,0.015384615384615385,0.16666666666666666
2.0,10,0.0,choice_values,high_q75,gpt-4-1106-preview,models/chat-bison-001,gpt-4,gpt-4-1106-preview > gpt-4,models/chat-bison-001 > gpt-4-1106-preview,gpt-4 > models/chat-bison-001,0.17647058823529413,0.34375,0.2413793103448276,17.0,32.0,29.0,0.014642494929006088,0.17647058823529413
2.0,10,0.0,choice_values,high_q75,claude-2,meta-llama/Llama-2-70b-chat-hf,meta-llama/Llama-2-7b-chat-hf,claude-2 > meta-llama/Llama-2-70b-chat-hf,meta-llama/Llama-2-70b-chat-hf > meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-2-7b-chat-hf > claude-2,0.3333333333333333,0.17647058823529413,0.23076923076923078,15.0,17.0,26.0,0.013574660633484163,0.17647058823529413
2.0,10,0.0,choice_values,high_q75,gpt-4,tiiuae/falcon-7b-instruct,claude-2.1,gpt-4 > claude-2.1,tiiuae/falcon-7b-instruct > gpt-4,claude-2.1 > tiiuae/falcon-7b-instruct,0.3,0.07142857142857142,0.5454545454545454,20.0,14.0,22.0,0.011688311688311685,0.07142857142857142
2.0,10,0.0,choice_values,high_q75,gpt-4,mistralai/Mistral-7B-Instruct-v0.1,command-nightly,gpt-4 > command-nightly,mistralai/Mistral-7B-Instruct-v0.1 > gpt-4,command-nightly > mistralai/Mistral-7B-Instruct-v0.1,0.4,0.05263157894736842,0.5483870967741935,20.0,19.0,31.0,0.011544991511035652,0.05263157894736842
2.0,10,0.0,choice_values,high_q75,command-nightly,gpt-4,claude-instant-1,command-nightly > claude-instant-1,gpt-4 > command-nightly,claude-instant-1 > gpt-4,0.1111111111111111,0.4,0.25925925925925924,27.0,20.0,27.0,0.011522633744855968,0.1111111111111111
2.0,10,0.0,choice_values,high_q75,gpt-4,tiiuae/falcon-7b-instruct,command-nightly,gpt-4 > command-nightly,tiiuae/falcon-7b-instruct > gpt-4,command-nightly > tiiuae/falcon-7b-instruct,0.4,0.07142857142857142,0.3939393939393939,20.0,14.0,33.0,0.011255411255411255,0.07142857142857142
